word,ipa,index,clusterID
robbery,ˈɹ ɑ b ɝ i,6533,327
shootings,ˈʃ u t ɪ ŋ z,6534,327
address,"ˈæ ˌd ɹ ɛ s ,",6535,43
addressing,ə ˈd ɹ ɛ s ɪ ŋ,6536,43
addresses,"ˈæ ˈd ɹ ɛ s ɪ z ,",6537,43
lack,ˈɫ æ k,6538,58
particular,"ˌp ɑ ˈt ɪ k j ə ɫ ɝ ,",6539,58
nature,ˈn e ɪ t ʃ ɝ,6540,58
reasons,ˈɹ i z ə n z,6541,58
difference,"ˈd ɪ f ɝ ə n s ,",6542,58
understanding,ˌə n d ɝ ˈs t æ n d ɪ ŋ,6543,58
behavior,b ɪ ˈh e ɪ v j ɝ,6544,58
factor,ˈf æ k t ɝ,6545,58
factors,ˈf æ k t ɝ z,6546,58
racial,ˈɹ e ɪ ʃ ə ɫ,6547,58
apparent,ə ˈp ɛ ɹ ə n t,6548,58
circumstances,"ˈs ɝ k ə m ˌs t æ n s ə z ,",6549,58
blame,ˈb ɫ e ɪ m,6550,58
absence,ˈæ b s ə n s,6551,58
extreme,ɛ k ˈs t ɹ i m,6552,58
correct,k ɝ ˈɛ k t,6553,58
extent,ɪ k ˈs t ɛ n t,6554,58
attitude,ˈæ t ə ˌt u d,6555,58
obvious,ˈɑ b v i ə s,6556,58
facts,"ˈf æ k s ,",6557,58
regard,ɹ ɪ ˈɡ ɑ ɹ d,6558,58
context,ˈk ɑ n t ɛ k s t,6559,58
expression,ɪ k s ˈp ɹ ɛ ʃ ə n,6560,58
consistent,k ə n ˈs ɪ s t ə n t,6561,58
legitimate,ɫ ə ˈd ʒ ɪ t ə m ə t,6562,58
judgment,ˈd ʒ ə d ʒ m ə n t,6563,58
regardless,ɹ ə ˈɡ ɑ ɹ d ɫ ə s,6564,58
perspective,p ɝ ˈs p ɛ k t ɪ v,6565,58
explanation,ˌɛ k s p ɫ ə ˈn e ɪ ʃ ə n,6566,58
gender,ˈd ʒ ɛ n d ɝ,6567,58
intent,ˌɪ n ˈt ɛ n t,6568,58
emphasis,"ˈɛ m f ə s ə s ,",6569,58
timing,ˈt a ɪ m ɪ ŋ,6570,58
fault,ˈf ɔ ɫ t,6571,58
confusion,k ə n ˈf j u ʒ ə n,6572,58
perceived,p ɝ ˈs i v d,6573,58
unfair,"ˈə n ˈf ɛ ɹ ,",6574,58
motivated,ˈm o ʊ t ə ˌv e ɪ t ə d,6575,58
aspect,ˈæ s ˌp ɛ k t,6576,58
contrary,"ˈk ɑ n t ɹ ɛ ɹ i ,",6577,58
relation,ɹ i ˈɫ e ɪ ʃ ə n,6578,58
underlying,ˌə n d ɝ ˈɫ a ɪ ɪ ŋ,6579,58
interference,"ˌɪ n ɝ ˈf ɪ ɹ ə n s ,",6580,58
perception,p ɝ ˈs ɛ p ʃ ə n,6581,58
evident,ˈɛ v ə d ə n t,6582,58
lacked,ˈɫ æ k t,6583,58
isolation,ˌa ɪ s ə ˈɫ e ɪ ʃ ə n,6584,58
racism,ˈɹ e ɪ ˌs ɪ z ə m,6585,58
justify,ˈd ʒ ə s t ə ˌf a ɪ,6586,58
tolerance,ˈt ɑ ɫ ɝ ə n s,6587,58
lacks,ˈɫ æ k s,6588,58
lacking,ˈɫ æ k ɪ ŋ,6589,58
justified,ˈd ʒ ə s t ə ˌf a ɪ d,6590,58
determining,d ɪ ˈt ɝ m ə n ɪ ŋ,6591,58
attribution,ˌæ t ɹ ɪ b ˈj u ʃ ə n,6592,58
consequence,ˈk ɑ n s ə k w ə n s,6593,58
bias,ˈb a ɪ ə s,6594,58
spite,ˈs p a ɪ t,6595,58
limitations,ˌɫ ɪ m ɪ ˈt e ɪ ʃ ə n z,6596,58
accuracy,ˈæ k j ɝ ə s i,6597,58
behaviour,b ɪ ˈh e ɪ v j ɝ,6598,58
instances,"ˈɪ n s t ə n s ə z ,",6599,58
guilt,ˈɡ ɪ ɫ t,6600,58
motive,ˈm o ʊ t ɪ v,6601,58
tendency,ˈt ɛ n d ə n s i,6602,58
inappropriate,ˌɪ n ə ˈp ɹ o ʊ p ɹ i ɪ t,6603,58
assumption,ə ˈs ə m p ʃ ə n,6604,58
motivation,ˌm o ʊ t ə ˈv e ɪ ʃ ə n,6605,58
ideological,ˌa ɪ d i ə ˈɫ ɑ d ʒ ɪ k ə ɫ,6606,58
orientation,ˌɔ ɹ i ɛ n ˈt e ɪ ʃ ə n,6607,58
likelihood,ˈɫ a ɪ k ɫ i ˌh ʊ d,6608,58
denial,d ɪ ˈn a ɪ ə ɫ,6609,58
stems,ˈs t ɛ m z,6610,58
flawed,ˈf ɫ ɔ d,6611,58
systematic,ˌs ɪ s t ə ˈm æ t ɪ k,6612,58
precedent,ˈp ɹ ɛ s ɪ d ə n t,6613,58
questionable,ˈk w ɛ s t ʃ ə n ə b ə ɫ,6614,58
deliberate,"d ɪ ˈɫ ɪ b ɝ ˌe ɪ t ,",6615,58
necessity,"n ə ˈs ɛ s ə t i ,",6616,58
scene,ˈs i n,6617,12
crowd,ˈk ɹ a ʊ d,6618,12
audience,"ˈɑ d i ə n s ,",6619,12
watching,ˈw ɑ t ʃ ɪ ŋ,6620,12
watched,"ˈw ɑ t ʃ t ,",6621,12
accompanied,ə ˈk ə m p ə n i d,6622,12
packed,ˈp æ k t,6623,12
approached,ə ˈp ɹ o ʊ t ʃ t,6624,12
crowds,ˈk ɹ a ʊ d z,6625,12
crowded,"ˈk ɹ a ʊ d ə d ,",6626,12
touched,ˈt ə t ʃ t,6627,12
noticed,ˈn o ʊ t ə s t,6628,12
burst,ˈb ɝ s t,6629,12
witnessed,ˈw ɪ t n ə s t,6630,12
spotted,ˈs p ɑ t ɪ d,6631,12
greeted,"ˈɡ ɹ i t ə d ,",6632,12
assembled,ə ˈs ɛ m b ə ɫ d,6633,12
locals,ˈɫ o ʊ k ə ɫ z,6634,12
mob,ˈm ɑ b,6635,12
pilgrims,ˈp ɪ ɫ ɡ ɹ ə m z,6636,12
spectators,ˈs p ɛ k t e ɪ t ɝ z,6637,12
faithful,ˈf e ɪ θ f ə ɫ,6638,12
poured,ˈp ɔ ɹ d,6639,12
confronted,"k ə n ˈf ɹ ə n t ə d ,",6640,12
smiling,ˈs m a ɪ ɫ ɪ ŋ,6641,12
enthusiastic,ɪ n ˌθ u z i ˈæ s t ɪ k,6642,12
screaming,ˈs k ɹ i m ɪ ŋ,6643,12
applause,ə ˈp ɫ ɔ z,6644,12
listened,ˈɫ ɪ s ə n d,6645,12
descended,"d ɪ ˈs ɛ n d ə d ,",6646,12
speed,ˈs p i d,6647,89
fast,ˈf æ s t,6648,89
slow,ˈs ɫ o ʊ,6649,89
pace,ˈp e ɪ s,6650,89
faster,ˈf æ s t ɝ,6651,89
fastest,ˈf æ s t ə s t,6652,89
slower,ˈs ɫ o ʊ ɝ,6653,89
speeds,ˈs p i d z,6654,89
remaining,"ɹ i ˈm e ɪ n ɪ ŋ ,",6655,74
ten,ˈt ɛ n,6656,74
dozen,ˈd ə z ə n,6657,74
scores,ˈs k ɔ ɹ z,6658,74
hundred,"ˈh ə n d ɝ d ,",6659,74
thousand,"ˈθ a ʊ z ə n ,",6660,74
quarters,ˈk w ɔ ɹ t ɝ z,6661,74
twenty,"ˈt w ɛ n i ,",6662,74
twelve,ˈt w ɛ ɫ v,6663,74
eleven,"ˈi ɫ ɛ v ə n ,",6664,74
thirty,"ˈθ ɝ ˌd i ,",6665,74
successive,s ə k ˈs ɛ s ɪ v,6666,74
fifteen,"ˈf ɪ f ˈt i n ,",6667,74
fifty,ˈf ɪ f t i,6668,74
forty,ˈf ɔ ɹ t i,6669,74
thirteen,ˈθ ɝ ˈt i n,6670,74
sixteen,"ˈs ɪ k ˈs t i n ,",6671,74
fourteen,"ˈf ɔ ɹ ˈt i n ,",6672,74
numbered,ˈn ə m b ɝ d,6673,74
commander,k ə ˈm æ n d ɝ,6674,420
lieutenant,ɫ u ˈt ɛ n ə n t,6675,420
colonel,ˈk ɝ n ə ɫ,6676,420
sergeant,ˈs ɑ ɹ d ʒ ə n t,6677,420
catholic,ˈk æ θ ɫ ɪ k,6678,704
roman,ˈɹ o ʊ m ə n,6679,704
priests,ˈp ɹ i s t s,6680,704
diocese,"ˈd a ɪ ə ˌs i z ,",6681,704
bishops,ˈb ɪ ʃ ə p s,6682,704
clergy,ˈk ɫ ɝ d ʒ i,6683,704
archdiocese,"ˈɑ ɹ t ʃ ˈd a ɪ ə s ə s ,",6684,704
writer,ˈɹ a ɪ t ɝ,6685,718
author,ˈɔ θ ɝ,6686,718
novelist,ˈn ɑ v ə ɫ ə s t,6687,718
host,ˈh o ʊ s t,6688,841
hosted,ˈh o ʊ s t ɪ d,6689,841
hosts,ˈh o ʊ s t s,6690,841
hosting,ˈh o ʊ s t ɪ ŋ,6691,841
declared,d ɪ ˈk ɫ ɛ ɹ d,6692,351
declare,d ɪ ˈk ɫ ɛ ɹ,6693,351
declaring,d ɪ ˈk ɫ ɛ ɹ ɪ ŋ,6694,351
proclaimed,p ɹ o ʊ ˈk ɫ e ɪ m d,6695,351
injury,ˈɪ n d ʒ ɝ i,6696,168
injuries,ˈɪ n d ʒ ɝ i z,6697,168
leg,ˈɫ ɛ ɡ,6698,168
knee,ˈn i,6699,168
shoulder,ˈʃ o ʊ ɫ d ɝ,6700,168
ankle,ˈæ ŋ k ə ɫ,6701,168
sidelined,ˈs a ɪ d ˌɫ a ɪ n d,6702,168
wrist,ˈɹ ɪ s t,6703,168
elbow,ˈɛ ɫ ˌb o ʊ,6704,168
protest,"ˈp ɹ o ʊ ˌt ɛ s t ,",6705,296
rally,ˈɹ æ ɫ i,6706,296
protesters,ˈp ɹ o ʊ ˌt ɛ s t ɝ z,6707,296
demonstrators,ˈd ɛ m ə n ˌs t ɹ e ɪ t ɝ z,6708,296
demonstration,ˌd ɛ m ə n ˈs t ɹ e ɪ ʃ ə n,6709,296
rallies,ˈɹ æ ɫ i z,6710,296
marched,ˈm ɑ ɹ t ʃ t,6711,296
protested,"ˈp ɹ o ʊ ˌt ɛ s t ɪ d ,",6712,296
clashed,ˈk ɫ æ ʃ t,6713,296
protesting,"ˈp ɹ o ʊ ˌt ɛ s t ɪ ŋ ,",6714,296
peacefully,ˈp i s f ə ɫ i,6715,296
marching,ˈm ɑ ɹ t ʃ ɪ ŋ,6716,296
vietnam,v i ˌɛ t ˈn ɑ m,6717,221
thailand,ˈt a ɪ ˌɫ æ n d,6718,221
thai,ˈt a ɪ,6719,221
nepal,n ə ˈp ɔ ɫ,6720,221
cambodia,ˌk æ m ˈb o ʊ d i ə,6721,221
vietnamese,v i ˌɛ t n ɑ ˈm i s,6722,221
rouge,ˈɹ u ʒ,6723,221
sen,ˈs ɛ n,6724,221
cambodian,ˌk æ m ˈb o ʊ d i ə n,6725,221
khmer,ˈk m ɛ ɹ,6726,221
hun,ˈh ə n,6727,221
laos,"ˈɫ a ʊ s ,",6728,221
hanoi,ˈh æ n ɔ ɪ,6729,221
happened,ˈh æ p ə n d,6730,548
happen,ˈh æ p ə n,6731,548
happens,ˈh æ p ə n z,6732,548
happening,"ˈh æ p ə n ɪ ŋ ,",6733,548
era,"ˈɛ ɹ ə ,",6734,887
boom,ˈb u m,6735,887
postwar,ˈp o ʊ s t ˈw ɔ ɹ,6736,887
egypt,"ˈi d ʒ ə p t ,",6737,649
egyptian,ɪ ˈd ʒ ɪ p ʃ ə n,6738,649
mubarak,"m j u ˈb ɑ ɹ ɪ k ,",6739,649
hosni,"ˈh o ʊ z n i ,",6740,649
worst,ˈw ɝ s t,6741,539
affected,ə ˈf ɛ k t ɪ d,6742,539
disaster,d ɪ ˈz æ s t ɝ,6743,539
flood,ˈf ɫ ə d,6744,539
flooding,ˈf ɫ ə d ɪ ŋ,6745,539
floods,ˈf ɫ ə d z,6746,539
devastating,ˈd ɛ v ə ˌs t e ɪ t ɪ ŋ,6747,539
drought,ˈd ɹ a ʊ t,6748,539
katrina,k ə ˈt ɹ i n ə,6749,539
spill,ˈs p ɪ ɫ,6750,539
devastated,ˈd ɛ v ə ˌs t e ɪ t ɪ d,6751,539
flooded,"ˈf ɫ ə d ə d ,",6752,539
battered,ˈb æ t ɝ d,6753,539
disasters,d ɪ ˈz æ s t ɝ z,6754,539
hardest,ˈh ɑ ɹ d ə s t,6755,539
prone,ˈp ɹ o ʊ n,6756,539
stricken,ˈs t ɹ ɪ k ə n,6757,539
washed,ˈw ɑ ʃ t,6758,539
ravaged,ˈɹ æ v ɪ d ʒ d,6759,539
contaminated,k ə n ˈt æ m ə ˌn e ɪ t ɪ d,6760,539
wiped,ˈw a ɪ p t,6761,539
tainted,ˈt e ɪ n t ɪ d,6762,539
kobe,ˈk o ʊ b e ɪ,6763,539
dumping,ˈd ə m p ɪ ŋ,6764,539
catastrophe,k ə ˈt æ s t ɹ ə f i,6765,539
store,ˈs t ɔ ɹ,6766,512
stores,ˈs t ɔ ɹ z,6767,512
restaurant,"ˈɹ ɛ s ˌt ɹ ɑ n t ,",6768,512
retail,ˈɹ i ˌt e ɪ ɫ,6769,512
chain,ˈt ʃ e ɪ n,6770,512
shop,ˈʃ ɑ p,6771,512
shopping,ˈʃ ɑ p ɪ ŋ,6772,512
restaurants,"ˈɹ ɛ s ˌt ɹ ɑ n t s ,",6773,512
shops,ˈʃ ɑ p s,6774,512
mall,ˈm ɔ ɫ,6775,512
retailers,ˈɹ i ˌt e ɪ ɫ ɝ z,6776,512
mart,ˈm ɑ ɹ t,6777,512
wal,ˈw ɔ ɫ,6778,512
outlets,ˈa ʊ t ˌɫ ɛ t s,6779,512
retailer,ˈɹ i ˌt e ɪ ɫ ɝ,6780,512
wholesale,ˈh o ʊ ɫ ˌs e ɪ ɫ,6781,512
chains,ˈt ʃ e ɪ n z,6782,512
warehouse,ˈw ɛ ɹ ˌh a ʊ s,6783,512
specialty,"ˈs p e ɪ ʃ ə ɫ t i ,",6784,512
supermarket,ˈs u p ɝ ˌm ɑ ɹ k ɪ t,6785,512
grocery,"ˈɡ ɹ o ʊ s ɝ i ,",6786,512
shoppers,ˈʃ ɑ p ɝ z,6787,512
convenience,k ə n ˈv i n j ə n s,6788,512
weather,ˈw ɛ ð ɝ,6789,493
rain,ˈɹ e ɪ n,6790,493
wind,"ˈw a ɪ n d ,",6791,493
temperature,"ˈt ɛ m p ɝ ə t ʃ ɝ ,",6792,493
temperatures,"ˈt ɛ m p ɝ ə t ʃ ɝ z ,",6793,493
rains,ˈɹ e ɪ n z,6794,493
rainfall,ˈɹ e ɪ n ˌf ɔ ɫ,6795,493
greek,ˈɡ ɹ i k,6796,151
turkish,ˈt ɝ k ɪ ʃ,6797,151
polish,"ˈp ɑ ɫ ɪ ʃ ,",6798,151
ukrainian,j u ˈk ɹ e ɪ n i ə n,6799,151
georgian,ˈd ʒ ɔ ɹ d ʒ ə n,6800,151
hungarian,h ə ŋ ˈɡ ɛ ɹ i ə n,6801,151
romanian,ɹ o ʊ ˈm e ɪ n i ə n,6802,151
finnish,ˈf ɪ n ɪ ʃ,6803,151
cypriot,"ˈs ɪ p ɹ i ˌɑ t ,",6804,151
bulgarian,b ə ɫ ˈɡ ɛ ɹ i ə n,6805,151
armenian,ɑ ɹ ˈm i n i ə n,6806,151
macedonian,"ˌm æ k ə ˈd o ʊ n j ə n ,",6807,151
hot,ˈh ɑ t,6808,240
cold,ˈk o ʊ ɫ d,6809,240
heat,ˈh i t,6810,240
dry,ˈd ɹ a ɪ,6811,240
cool,ˈk u ɫ,6812,240
warm,ˈw ɔ ɹ m,6813,240
sunny,ˈs ə n i,6814,240
lebanon,ˈɫ ɛ b ə n ə n,6815,480
syria,ˈs ɪ ɹ i ə,6816,480
lebanese,ˈɫ ɛ b ə ˌn i z,6817,480
hezbollah,ˈh ɛ z b ɑ ˌɫ ə,6818,480
syrian,ˈs ɪ ɹ i ə n,6819,480
beirut,b e ɪ ˈɹ u t,6820,480
damascus,d ə ˈm æ s k ə s,6821,480
assad,ə ˈs ɑ d,6822,480
hariri,h ɝ ˈɪ ɹ i,6823,480
aimed,ˈe ɪ m d,6824,617
strategy,ˈs t ɹ æ t ə d ʒ i,6825,617
achieve,ə ˈt ʃ i v,6826,617
aim,ˈe ɪ m,6827,617
aims,ˈe ɪ m z,6828,617
objective,ə b ˈd ʒ ɛ k t ɪ v,6829,617
ambitious,æ m ˈb ɪ ʃ ə s,6830,617
achieving,ə ˈt ʃ i v ɪ ŋ,6831,617
ambitions,æ m ˈb ɪ ʃ ə n z,6832,617
aiming,ˈe ɪ m ɪ ŋ,6833,617
objectives,ə b ˈd ʒ ɛ k t ɪ v z,6834,617
fulfill,f ʊ ɫ ˈf ɪ ɫ,6835,617
accomplish,ə ˈk ɑ m p ɫ ɪ ʃ,6836,617
fear,ˈf ɪ ɹ,6837,234
criticism,ˈk ɹ ɪ t ɪ ˌs ɪ z ə m,6838,234
drew,ˈd ɹ u,6839,234
reaction,ɹ i ˈæ k ʃ ə n,6840,234
widespread,ˈw a ɪ d s ˈp ɹ ɛ d,6841,234
controversy,ˈk ɑ n t ɹ ə ˌv ɝ s i,6842,234
angry,ˈæ ŋ ɡ ɹ i,6843,234
prompted,ˈp ɹ ɑ m p t ɪ d,6844,234
intense,ˌɪ n ˈt ɛ n s,6845,234
anger,ˈæ ŋ ɡ ɝ,6846,234
sparked,ˈs p ɑ ɹ k t,6847,234
tension,ˈt ɛ n ʃ ə n,6848,234
triggered,ˈt ɹ ɪ ɡ ɝ d,6849,234
rumors,ˈɹ u m ɝ z,6850,234
panic,ˈp æ n ɪ k,6851,234
prompting,ˈp ɹ ɑ m p t ɪ ŋ,6852,234
trigger,ˈt ɹ ɪ ɡ ɝ,6853,234
alarm,ə ˈɫ ɑ ɹ m,6854,234
fearing,ˈf ɪ ɹ ɪ ŋ,6855,234
reactions,ɹ i ˈæ k ʃ ə n z,6856,234
outrage,ˈa ʊ ˌt ɹ e ɪ d ʒ,6857,234
heated,"ˈh i t ə d ,",6858,234
spark,ˈs p ɑ ɹ k,6859,234
reacted,ɹ i ˈæ k t ɪ d,6860,234
hatred,ˈh e ɪ t ɹ ə d,6861,234
rage,ˈɹ e ɪ d ʒ,6862,234
furious,ˈf j ʊ ɹ i ə s,6863,234
provoked,p ɹ ə ˈv o ʊ k t,6864,234
condemnation,ˌk ɑ n d ə m ˈn e ɪ ʃ ə n,6865,234
retired,"ɹ i ˈt a ɪ ɝ d ,",6866,328
retirement,"ɹ i ˈt a ɪ ɝ m ə n t ,",6867,328
retire,"ˌɹ i ˈt a ɪ ɝ ,",6868,328
retiring,"ɹ i ˈt a ɪ ɝ ɪ ŋ ,",6869,328
introduced,"ˌɪ n t ɹ ə ˈd u s t ,",6870,749
introduction,"ˌɪ n t ɹ ə ˈd ə k ʃ ə n ,",6871,749
introduce,"ˌɪ n t ɹ ə ˈd u s ,",6872,749
introducing,"ˌɪ n t ɹ ə ˈd u s ɪ ŋ ,",6873,749
adopting,ə ˈd ɑ p t ɪ ŋ,6874,749
survey,"ˈs ɝ ˌv e ɪ ,",6875,386
conducted,k ə n ˈd ə k t ə d,6876,386
surveyed,"ˈs ɝ ˌv e ɪ d ,",6877,386
surveys,"ˈs ɝ ˌv e ɪ z ,",6878,386
respondents,ɹ ɪ ˈs p ɑ n d ə n t s,6879,386
geological,ˌd ʒ i ə ˈɫ ɑ d ʒ ɪ k ə ɫ,6880,386
choice,ˈt ʃ ɔ ɪ s,6881,201
decide,ˌd ɪ ˈs a ɪ d,6882,201
selected,s ə ˈɫ ɛ k t ɪ d,6883,201
options,"ˈɑ p ʃ ə n z ,",6884,201
chosen,ˈt ʃ o ʊ z ə n,6885,201
option,"ˈɑ p ʃ ə n ,",6886,201
choose,ˈt ʃ u z,6887,201
chose,ˈt ʃ o ʊ z,6888,201
selection,s ə ˈɫ ɛ k ʃ ə n,6889,201
successor,s ə k ˈs ɛ s ɝ,6890,201
succeed,s ə k ˈs i d,6891,201
preferred,"p ɹ ə ˈf ɝ d ,",6892,201
choices,"ˈt ʃ ɔ ɪ s ə z ,",6893,201
select,s ə ˈɫ ɛ k t,6894,201
deciding,ˌd ɪ ˈs a ɪ d ɪ ŋ,6895,201
choosing,ˈt ʃ u z ɪ ŋ,6896,201
naming,ˈn e ɪ m ɪ ŋ,6897,201
alternate,"ˈɔ ɫ t ɝ ˌn e ɪ t ,",6898,201
add,ˈæ d,6899,227
fresh,ˈf ɹ ɛ ʃ,6900,227
salt,ˈs ɔ ɫ t,6901,227
medium,ˈm i d i ə m,6902,227
cook,ˈk ʊ k,6903,227
pan,ˈp æ n,6904,227
meat,ˈm i t,6905,227
chicken,ˈt ʃ ɪ k ə n,6906,227
beef,ˈb i f,6907,227
taste,ˈt e ɪ s t,6908,227
cooking,ˈk ʊ k ɪ ŋ,6909,227
eggs,ˈɛ ɡ z,6910,227
cheese,ˈt ʃ i z,6911,227
bread,ˈb ɹ ɛ d,6912,227
pepper,ˈp ɛ p ɝ,6913,227
butter,ˈb ə t ɝ,6914,227
egg,ˈɛ ɡ,6915,227
pot,ˈp ɑ t,6916,227
sauce,ˈs ɔ s,6917,227
vegetables,ˈv ɛ d ʒ t ə b ə ɫ z,6918,227
olive,"ˈɑ ɫ ə v ,",6919,227
ingredients,ˌɪ n ˈɡ ɹ i d i ə n t s,6920,227
recipe,ˈɹ ɛ s ə p i,6921,227
dish,ˈd ɪ ʃ,6922,227
chef,ˈʃ ɛ f,6923,227
tender,ˈt ɛ n d ɝ,6924,227
pork,ˈp ɔ ɹ k,6925,227
stir,ˈs t ɝ,6926,227
cake,ˈk e ɪ k,6927,227
flour,"ˈf ɫ a ʊ ɝ ,",6928,227
toss,ˈt ɔ s,6929,227
soup,ˈs u p,6930,227
flavor,ˈf ɫ e ɪ v ɝ,6931,227
lightly,ˈɫ a ɪ t ɫ i,6932,227
beans,ˈb i n z,6933,227
dressing,ˈd ɹ ɛ s ɪ ŋ,6934,227
dishes,"ˈd ɪ ʃ ə z ,",6935,227
dried,ˈd ɹ a ɪ d,6936,227
recipes,ˈɹ ɛ s ə p i z,6937,227
oven,ˈə v ə n,6938,227
tomatoes,"t ə ˈm ɑ t o ʊ z ,",6939,227
cooked,ˈk ʊ k t,6940,227
vegetable,ˈv ɛ d ʒ t ə b ə ɫ,6941,227
pie,ˈp a ɪ,6942,227
pour,ˈp ɔ ɹ,6943,227
lemon,ˈɫ ɛ m ə n,6944,227
pizza,ˈp i t s ə,6945,227
drain,ˈd ɹ e ɪ n,6946,227
potatoes,p ə ˈt e ɪ t o ʊ z,6947,227
salad,ˈs æ ɫ ə d,6948,227
nuts,ˈn ə t s,6949,227
replaced,ˌɹ i ˈp ɫ e ɪ s t,6950,688
replace,"ˌɹ i ˈp ɫ e ɪ s ,",6951,688
replacement,ɹ ɪ ˈp ɫ e ɪ s m ə n t,6952,688
replacing,ɹ ɪ ˈp ɫ e ɪ s ɪ ŋ,6953,688
pounds,"ˈp a ʊ n d z ,",6954,476
approximately,ə ˈp ɹ ɑ k s ə m ə t ɫ i,6955,476
tons,ˈt ə n z,6956,476
weight,ˈw e ɪ t,6957,476
maximum,ˈm æ k s ə m ə m,6958,476
roughly,ˈɹ ə f ɫ i,6959,476
pound,ˈp a ʊ n d,6960,476
tonnes,ˈt ə n z,6961,476
cubic,ˈk j u b ɪ k,6962,476
kilograms,ˈk ɪ ɫ ə ˌɡ ɹ æ m z,6963,476
weighed,ˈw e ɪ d,6964,476
metric,ˈm ɛ t ɹ ɪ k,6965,476
ton,ˈt ə n,6966,476
weighing,ˈw e ɪ ɪ ŋ,6967,476
weigh,ˈw e ɪ,6968,476
subject,"ˈs ə b d ʒ ɪ k t ,",6969,391
theme,ˈθ i m,6970,391
subjects,"ˈs ə b d ʒ ɪ k t s ,",6971,391
themes,ˈθ i m z,6972,391
topic,ˈt ɑ p ɪ k,6973,391
kosovo,ˈk o ʊ s o ʊ ˌv o ʊ,6974,292
bosnia,ˈb ɑ z n i ə,6975,292
serbia,ˈs ɝ b i ə,6976,292
croatia,k ɹ o ʊ ˈe ɪ ʃ ə,6977,292
yugoslavia,ˌj u ɡ o ʊ ˈs ɫ ɑ v i ə,6978,292
serbian,ˈs ɝ b i ə n,6979,292
yugoslav,ˈj u ɡ o ʊ ˌs ɫ ɑ v,6980,292
albanian,æ ɫ ˈb e ɪ n i ə n,6981,292
belgrade,"ˈb ɛ ɫ ˌɡ ɹ ɑ d ,",6982,292
macedonia,"ˌm æ k ə ˈd o ʊ n i ə ,",6983,292
albanians,æ ɫ ˈb e ɪ n i ə n z,6984,292
albania,æ ɫ ˈb e ɪ n i ə,6985,292
montenegro,ˌm ɑ n t ə ˈn e ɪ ɡ ɹ o ʊ,6986,292
balkans,ˈb ɔ ɫ k ə n z,6987,292
balkan,ˈb ɔ ɫ k ə n,6988,292
degree,d ɪ ˈɡ ɹ i,6989,488
degrees,d ɪ ˈɡ ɹ i z,6990,488
economics,"ˌɛ k ə ˈn ɑ m ɪ k s ,",6991,488
philosophy,f ə ˈɫ ɑ s ə f i,6992,488
bachelor,"ˈb æ t ʃ ə ɫ ɝ ,",6993,488
psychology,s a ɪ ˈk ɑ ɫ ə d ʒ i,6994,488
theology,θ i ˈɑ ɫ ə d ʒ i,6995,488
doctorate,ˈd ɑ k t ɝ ə t,6996,488
ph.d.,ˈp i ˌe ɪ t ʃ ˈd i,6997,488
ice,ˈa ɪ s,6998,831
wine,ˈw a ɪ n,6999,831
sugar,ˈʃ ʊ ɡ ɝ,7000,831
soft,"ˈs ɑ f t ,",7001,831
coffee,"ˈk ɑ f i ,",7002,831
sweet,ˈs w i t,7003,831
fruit,ˈf ɹ u t,7004,831
drinking,ˈd ɹ ɪ ŋ k ɪ ŋ,7005,831
milk,ˈm ɪ ɫ k,7006,831
beer,ˈb ɪ ɹ,7007,831
tea,ˈt i,7008,831
drink,ˈd ɹ ɪ ŋ k,7009,831
cream,ˈk ɹ i m,7010,831
frozen,ˈf ɹ o ʊ z ə n,7011,831
powder,ˈp a ʊ d ɝ,7012,831
chocolate,ˈt ʃ ɔ k ɫ ə t,7013,831
cups,ˈk ə p s,7014,831
bottle,ˈb ɑ t ə ɫ,7015,831
juice,ˈd ʒ u s,7016,831
drinks,ˈd ɹ ɪ ŋ k s,7017,831
wines,ˈw a ɪ n z,7018,831
candy,ˈk æ n d i,7019,831
cherry,ˈt ʃ ɛ ɹ i,7020,831
consumed,k ə n ˈs u m d,7021,831
honey,ˈh ə n i,7022,831
sex,ˈs ɛ k s,7023,888
sexual,ˈs ɛ k ʃ u ə ɫ,7024,888
abuse,"ə b ˈj u s ,",7025,888
discrimination,d ɪ s ˌk ɹ ɪ m ə ˈn e ɪ ʃ ə n,7026,888
sexually,ˈs ɛ k ʃ u ə ɫ i,7027,888
harassment,h ɝ ˈæ s m ə n t,7028,888
misconduct,m ɪ ˈs k ɑ n d ə k t,7029,888
jordan,ˈd ʒ ɔ ɹ d ə n,7030,272
embassy,ˈɛ m b ə s i,7031,272
cairo,ˈk a ɪ ɹ o ʊ,7032,272
tel,ˈt ɛ ɫ,7033,272
jordanian,ˌd ʒ ɔ ɹ ˈd e ɪ n i ə n,7034,272
aviv,ɑ ˈv i v,7035,272
istanbul,ˌɪ s t ɑ n ˈb u ɫ,7036,272
ankara,ˈæ ŋ k ɝ ə,7037,272
nairobi,ˌn a ɪ ˈɹ o ʊ b i,7038,272
amman,"ˈæ m ə n ,",7039,272
embassies,ˈɛ m b ə s i z,7040,272
consulate,ˈk ɑ n s ə ɫ ə t,7041,272
riyadh,"ɹ i ˈæ d ,",7042,272
happy,ˈh æ p i,7043,782
welcome,ˈw ɛ ɫ k ə m,7044,782
proud,ˈp ɹ a ʊ d,7045,782
pleased,ˈp ɫ i z d,7046,782
